,text,prod_id,ubp_score
523,wass kartoffelflock 26 kartoffel 99 emulgator e 471 stabilisator diphospha magermilchpulv antioxidationsmittel e 304 natriummetabisulfi ascorbinsaur wurz sonnenblumenol magermilchpulv modifizier maisstark eiweisspulv bodenhaltung kochsalz traubenzuck wurzextrak,9316,E
524,fruhlingsroll 81 mus 57 weisskohl karott lauch mungbohnenkeimling wass weizenmehl sonnenblumenol jodier kochsalz knoblauchgranula judasohrenpilz wurzmischung senf zwiebelgranula susssaur sauc 19 ketchup wass tomatenkonzentra glukosesirup zuck tafelessig kochsalz modifizier maisstark aroma wass zuck anana anana ananassaf krauteressig tafelessig kochsalz naturlich aroma aromaextrak tomatenkonzentra zwiebel streuwurz sellerie soja schmacksverstark mononatriumglutama peperoni kirsch farbstoff e 127 reisstark peperoncinipa peperoncini weissweinessig olivenol extra vierg meersalz,9320,B
525,fruhlingsroll 81 mus 57 weisskohl karott lauch mungbohnenkeimling wass weizenmehl sonnenblumenol jodier kochsalz knoblauchgranula judasohrenpilz wurzmischung senf zwiebelgranula susssaur sauc 19 ketchup wass tomatenkonzentra glukosesirup zuck tafelessig kochsalz modifizier maisstark aroma wass zuck anana anana ananassaf krauteressig tafelessig kochsalz naturlich aroma aromaextrak tomatenkonzentra zwiebel streuwurz sellerie soja schmacksverstark mononatriumglutama peperoni kirsch farbstoff e 127 reisstark peperoncinipa peperoncini weissweinessig olivenol extra vierg meersalz,9320,D
526,wass spinatteigwar 24 hartweizengriess wass spina 9 vollei eiweisspulv bodenhaltung sonnenblumenol rindfleisch 12 schweiz toma tomatenkonzentra rapsol reisstark rindfleischbouillo zitronensaftkonzentra weinextrak magermilchpulv kas sellerie zwiebel weizenmehl zuck kochsalz rindfleischextrak wurzextrak,9330,E
527,rindfleisch 82 wass paniermehl 4 weizenmehl hef jodier kochsalz wurz traubenzuck maltodextri sonnenblumenol antioxidationsmittel natriumascorba natriumcitra rosmarinextrak naturlich aroma enthal glu,9336,E
528,rindfleisch paniermehl 35 weizenmehl kochsalz hef sonnenblumenol jodier kochsalz kartoffelstark 15 wurz traubenzuck stabilisator e 450 e 451 antioxidationsmittel e 331 aroma pflanzlich nahrungsfa,9340,E
529,dorschfil wass schutzglasur dorsch gadu morhua morhua fang nordostatlantik schleppnetz,9342,E
530,fischfleisch 66 dorsch kabeljau gadu morhua alaska seelach theragra chalcogramma weizenmehl rapsol 7 wass reismehl kochsalz paprika hef pfeff gratenfrei die gra wurd gross sorgfal entf in ausnahmefall trotzd vorkomm gra enthal,9353,E
531,frischka halbfett zuck saf puree konzentra 6 pfirsich bir erdbeer molk modifizier wachsmaisstark zitronensaftkonzentra farb lebensmittel randensaftkonzentra aroma,9376,E
532,frischka halbfett zuck 9 saf puree konzentra 6 erdbeer bir pfirsich molk wass modifizier wachsmaisstark wachsmaisstark zitronensaftkonzentra farb lebensmittel aroma,9376,E
533,milch kochsalz,9377,E
534,magermilch molk rahm kochsalz milchprotei zuck verdickungsmittel e 415 e 412 naturlich aroma,9378,E
535,milch kochsalz,9382,E
536,mozzarella frischka kochsalz,9385,E
537,mozzarella frischka kochsalz,9386,E
538,quark viertelfett zuck bana bananensaftkonzentra 65 modifizier wachsmaisstark zitronensaftkonzentra aroma,9388,D
539,quark viertelfett zuck 85 baenpuree baensaftkonzentra 65 modifizier wachsmaisstark zitronensaftkonzentra aroma,9388,D
540,quark viertelfett zuck erdbeerpuree 58 modifizier wachsmaisstark zitronensaftkonzentra farb randensaf aroma,9390,D
541,quark viertelfett zuck erdbeerpuree erdbeersaftkonzentra 57 modifizier wachsmaisstark zitronensaftkonzentra farb rotebeetesaf aroma,9390,D
542,quark viertelfett zuck himbeersaf konzentra 8 modifizier wachsmaisstark farb rotebeetesaftkonzentra aroma,9391,D
543,quark viertelfett zuck himbeerenpuree konzentra 8 wass modifizier wachsmaisstark farb rotebeetesaftkonzentra aroma,9391,D
544,milch,9392,C
545,quark viertelfett zuck apriko konzentra 8 modifizier wachsmaisstark zitronensaftkonzentra aroma,9393,D
546,quark viertelfett zuck 91 aprikosenpuree aprikosenmarkkonzentra 48 modifizier wachsmaisstark zitronensaftkonzentra aroma,9393,D
547,milch,9396,C
548,teilentrahm milch,9397,C
549,halbrahm milchprotei magermilchpulv verdickungsmittel e 407 stabilisator calciumlacta e 530,9409,E
550,kaffeerahm stabilisator e 340 e 452,9412,E
551,halbrahm 17 fett ch milchprotei emulgator e 471 verdickungsmittel e 407 sussungsmittel sucralo vanilleextrak treibga e 942,9416,E
552,sauerrahm pasteurisier natur,9418,E
553,halbrahm ch emulgator e 471 verdickungsmittel e 407 treibga e 942,9419,E
554,butt 48 wass buttermilch emulgator e471 sonnenblumenlecithi verdickungsmittel e401 kochsalz 03 konservierungsmittel e202 sauerungsmittel citronensaur aroma farbstoff betacaroti,9423,E
555,magermilch 98 schokolad 15 verdickungsmittel e 407 guarkernmehl sussungsmittel cyclama acesulfam k vanilli,9426,D
556,teilentrahm milch wass zuck 33 fruch fruchtkonzentra 24 mango maracuja apfel orang bana guava apriko pfirsich zitro nahrungsfa oligofructo inuli frukto gluko vitami a e c aroma verdickungsmittel pekti johannisbrotkernmehl mit selektionier milchsaurebakterie bifidobacterium,9430,D
557,teilentrahm milch wass zuck 33 fruch fruchtkonzentra 24 mango maracuja apfel orang bae guava apriko pfirsich zitro nahrungsfa oligofructo inuli frukto gluko vitami a e c aroma verdickungsmittel pekti johannisbrotkernmehl mit selektionier milchsaurebakterie bifidobacterium,9430,D
558,teilentrahm milch zuck 77 mango 7 wass modifizier maisstark verdickungsmittel pekti aroma zitronensaftkonzentra mit selektionier milchsaurebakterie bifidobacterium,9431,D
559,teilentrahm milch wass zuck 39 erdbeersaftkonzentra 3 nahrungsfa oligofructo inuli frukto gluko farb rotebeetesaftkonzentra aroma mit selektionier milchsaurebakterie bifidobacterium,9432,D
560,teilentrahm milch zuck 9 flussig kaffeeextrak 26 brann zuck verdickungsmittel pekti guarkernmehl mit selektionier milchsaurebakterie bifidobacterium,9433,D
561,joghur teilentrahm magermilch ch rahm milchprotei,9434,D
562,magerjoghur magermilch milchprotei magermilchpulv,9435,D
563,teilentrahm milch zuck 87 erdbeerpuree konzentra 7 wass modifizier wachsmaisstark verdickungsmittel pekti farb schwarzekarottensaf aroma zitronensaftkonzentra mit selektionier milchsaurebakterie bifidobacterium,9436,D
564,rahmjoghur magermilch rahm 26 milchprotei zuck 7 vanillearoma,9449,D
565,rahmjoghur magermilch rahm 213 milchprotei erdbeerenzubereitung walderdbeer erdbeer 12 zuck wass modifizier wachsmaisstark farb karottensaftkonzentra aroma zitronensaftkonzentra zuck 57 vanillearoma,9454,D
566,rahmjoghur magermilch rahm 213 milchprotei erdbeerenzubereitung walderdbeer erdbeer 12 zuck wass modifizier wachsmaisstark farb karottensaftkonzentra aroma zitronensaftkonzentra zuck 57 vanillearoma,9454,D
567,rahmjoghur magermilch rahm 213 milchprotei caramelcr 19 zuck wass kondensmilch zuck modifizier wachsmaisstark karamellisier zuckersirup kochsalz aroma zuck 57 vanillearoma,9455,D
568,rahmjoghur magermilch rahm 213 milchprotei himbeerenzubereitung himbeer 12 zuck wass verdickungsmittel pekti aroma farb randensaf zuck 57 vanillearoma,9457,D
569,rahmjoghur magermilch rahm 213 milchprotei vanillezubereitung 19 wass zuck modifizier wachsmaisstark magermilchpulv vanilleextrak aroma verdickungsmittel e 407 extrahier vanillesam farb pflanzenextrak zuck 57 vanillearoma,9458,D
570,magerjoghur magermilch milchprotei heidelbeer 8 nahrungsfa inuli oligofrukto sussungsmittel aspartam aroma enthal phenylalaninquell,9461,D
571,magerjoghur magermilch milchprotei erdbeer 8 nahrungsfa inuli oligofrukto farb rotebeetesaftkonzentra zitronensaftkonzentra sussungsmittel aspartam aroma enthal phenylalaninquell,9462,D
572,magerjoghur magermilch milchprotei haselnuss 4 nahrungsfa inuli oligofrukto zitronensaftkonzentra reisstark aroma sussungsmittel aspartam enthal phenylalaninquell,9464,D
573,joghur mager magermilch milchprotei magermilchpulv frukto kaffeeextrak 07 modifizier wachsmaisstark sussungsmittel aspartam acesulfam k aroma enthal phenylalaninquell,9465,D
574,joghur milch milchprotei zuck 124 schokolad 24 zuck kakaomass kakaobutt aroma verdickungsmittel e 407 e 415 zitronensaftkonzentra,9468,D
575,joghur milch milchprotei apriko 10 zuck 96 modifizier wachsmaisstark farb karottensaftkonzentra aroma,9469,D
576,joghur milch magermilchpulv milchprotei zuck 118 schokolad 36,9470,D
577,joghur milch milchprotei zuck 10 mango 10 modifizier wachsmaisstark aroma zitronensaftkonzentra,9471,D
578,joghur milch milchprotei waldbeer 99 holundersaf konzentra holunderbeer erdbeer brombeer himbeer heidelbeer zuck 92 modifizier wachsmaisstark farb pflanzenextrak aroma,9472,D
579,joghur milch rahm milchprotei zuck 85 wass himbeermark 2 modifizier wachsmaisstark farb karottensaf aroma zitronensaftkonzentra sauerungsmittel zitronensaur,9478,D
580,joghur magermilch rahm milchprotei zuck 92 himbeerpuree konzentra himbeer 8 modifizier wachsmaisstark farb karottensaftkonzentra aroma,9479,D
581,joghur mild milch ch milchprotei mango 95 zuck mango trock mangopuree konzentra mangowurfel wass zuck 39 nahrungsfa oligofructo inuli 09 modifizier wachsmaisstark verdickungsmittel johannisbrotkernmehl aroma,9482,D
582,joghur milch milchprotei treidemischung back 11 haferflock zuck schokoladekiss zuck kokosol sonnenblumenol haselnuss kakao magermilchpulv emulgator sojalecithi reis weizenemehl rohzuck magermilchpulv weizenklei kakaopulv kochsalz crispie mai reis rohzuck vollkornmehl weiz rogg rst rstenmalz kochsalz kakaopulv mehl weiz rogg sonnenblumenol weizenflock oligofructo schokolad enthal emulgator sojalecithi 06 kokosflock ros haselnuss honig kochsalz weizenkeim vitami b1 zuck 58,9485,D
583,joghur milch milchprotei treidecrispie 111 haferflock zuck naturlich arom crispie mai reis rohzuck vollkornmehl weiz rogg rst rstenmalz kochsalz kakaopulv schokoladekiss schokoladefullung 07 reis weizenvollkornmehl rohzuck magermilchpulv weizenklei kakaopulv kochsalz fullung zuck kokosol haselnuss mahl sonnenblumenol fettarm kakaopulv kakaomass magermilchpulv mehl weiz rogg emulgator sonnenblumenlecithi sonnenblumenol weizenflock oligofructo schokolad zuck kakaomass kakaobutt emulgator sojalecithi naturlich vanillearoma kokosflock ros haselnuss fettarm kakaopulv schokoladepulv honig kochsalz weizenkeim vitami b1 zuck,9485,D
584,joghur magermilch rahm milchprotei crispie 123 reismehl weizenmehl mai zuck haselnuss 15 weiz 14 kakaobutt vollmilchpulv palm palmkernol emulgator sojalecithi kakaomass dextro weizenprotei weiz und rstenmalzmehl kochsalz weizenmalzmehl rstenmalz sussmolkepulv glukosesirup verdickungsmittel gummi arabicum sauerungsmittel zitronensaur tapiokastark aroma enthal vanilli zuck 87 caramelsirup kaffeeextrak 038 modifizier wachsmaisstark aroma enthal vanilli,9489,D
585,joghur milch milchprotei treidebeerenmischung 111 haferflock rohzuck crispie mai reis rohzuck vollkornmehl weiz rogg rst rstenmalz kochsalz kakaopulv sonnenblumenol mehl weiz rogg friergetrock beer erdbeer himbeer heidelbeer kokosflock weizenkeim dextro verdickungsmittel e 401 ros haselnuss honig kochsalz zuck 58,9494,D
586,magermilch rahm zuck modifizier tapiokastark vanilleextrak 02 vanillearoma verdickungsmittel e 407 extrahier vanillesam arom,9496,E
587,magermilch frukto wass rahm maisstark magermilchpulv verdickungsmittel e 407 e 415 guarkernmehl farbstoff e 150b betacaroti einfach zuckercouleur emulgator e 471 sussungsmittel aspartam acesulfam k sacchari vanilli arom enthal phenylalaninquell,9497,E
588,magermilch rahm zuck modifizier wachsmaisstark kaffeeextrak 1 stabilisator e 331 verdickungsmittel e 407,9498,E
589,magermilch rahm glukosesirup zuck modifizier wachsmaisstark invertzuckersirup brann zuck karamellisier zuckersirup 3 verdickungsmittel e 407 naturlich arom vanillearoma,9499,E
590,magermilch ch rahm zuck 77 schokoladepulv 66 zuck kakaomass fettarm kakao aroma vanilli modifizier tapiokastark magermilchpulv verdickungsmittel e 407 rainfor allianc zertifizierttm,9501,E
591,magermilch rahm frukto maisstark verdickungsmittel e 407 e 415 e 401 farbstoff einfach zuckercouleur e 150b aroma gluko speisegelati milchprotei sussungsmittel acesulfam k aspartam emulgator e 472b enthal phenylalaninquell,9502,E
592,magermilch zuck maisstark schokoladepulv 16 rahm verdickungsmittel e 407 e 415 emulgator e 471 e 472b feuchthaltemittel polydextro milchprotei fettarm kakaopulv speisegelati vanillearoma,9504,E
593,magermilch rahm glukosesirup zuck schokolad 42 maisstark magermilchpulv reisstark kakaopulv verdickungsmittel e 415 e 407 emulgator e 471 kakaobutt,9506,E
594,rahm eiweiss eier bodenhaltung schokolad 24 kakaomass 70 zuck emulgator sojalecithi vanill zuck,9513,E
595,magermilch rehydratisier mascarpo kas 20 glucosesirup kokosnussol loffelbiscui 8 weizenmehl eier bodenhaltung zuck milchprotei backtriebmittel e 450 e 500 e503 zuck rahm 4 alkohol 2 kakaozubereitung 2 kakao 46 dextro weizenstark zuck kakaobutt magermilchpulv vollei eier bodenhaltung feuchthaltemittel sorbitsirup milchprotei marsala 08 lati rind tapiokastark emulgator e 472b verdickungsmittel johannisbrotkernmehl e 401 loslich kaffee 03 naturlich aroma,9516,E
596,magermilch rehydratisier mascarpo kas 20 glucosesirup kokosnussol loffelbiscui 8 weizenmehl eier bodenhaltung zuck milchprotei backtriebmittel e 450 e 500 e503 zuck rahm 4 alkohol 2 kakaozubereitung 2 kakao 46 dextro weizenstark zuck kakaobutt magermilchpulv vollei eier bodenhaltung feuchthaltemittel sorbitsirup milchprotei marsala 08 lati rind tapiokastark emulgator e 472b verdickungsmittel johannisbrotkernmehl e 401 loslich kaffee 03 naturlich aroma kann enthal haselnuss soja,9516,E
597,schweiz halbhartka vollfett pasteurisier milch schweiz hartka vollfett rohmilch hergestell,9518,E
598,halbhartka deutsch schweiz halbhartka vollfett pasteurisier milch schweiz hartka vollfett rohmilch hergestell,9524,E
599,europaisch schweiz halbhartka vollfett pasteurisier milch schweiz halbhartka vollfett thermisier milch schweiz hartka vollfett rohmilch hergestell,9524,E
600,pasteurisier kuhmilch milchferm salz,9545,E
601,magermilch rahm butt milchzuck kochsalz petersilie 02 meerrettichzubereitung meerrettich wass rapsol kochsalz antioxidationsmittel citronensaur natriummetabisulfi sauerungsmittel milchsaur knoblauchzubereitung 01 knoblauchextrak tapiokadextri verdickungsmittel gummi arabicum knoblauchgranula 008 butteraroma alkoholessig weiss pfeff,9547,E
602,mozzarella,9551,E
603,schweinkotelett,9559,E
604,aufguss schwarztee extraktgehal 12 gl zuck fruchtsaf fruchtsaftkonzentra fruchtmark 2 anana mango sauerungsmittel citronensaur aroma,9562,A
605,aufguss schwarztee extraktgehal 12 gl zuck fruchtsaf fruchtsaftkonzentra fruchtmark 2 aas mango sauerungsmittel citronensaur aroma,9562,A
606,aufguss gruntee extraktgehal 10 gl zuck sauerungsmittel citronensaur aroma zitronensaf konzentra saureregulator natriumcitra,9565,A
607,schweinefleisch a wass speck b schwar c rindfleisch d jodier kochsalz wurzmischung milcheiweiss milchzuck gluco schmacksverstark mononatriumglutama antioxidationsmittel natriumcitra stabilisator diphospha polyphospha arom hull schweinedarm enthal milch,9570,E
608,aufguss gruntee extraktgehal 10 gl zuck sauerungsmittel citronensaur aroma zitronensaf konzentra saureregulator natriumcitra,9571,A
609,pouletfleisch schweiz 40 poulethau schweiz wass pouletfett schweiz kochsalz kartoffelstark wurz wurz zitronenol zuck glucosesirup schmacksverstark mononatriumglutama stabilisator natriumcitra diphospha essbar hull rinderkollag,9572,E
610,schweinefleisch kalbfleisch magermilch speck schwar jodier kochsalz wurz stabilisator e 450 e 452 traubenzuck schmacksverstark mononatriumglutama wurz antioxidationsmittel citronensaur hull schweinedarm,9574,E
611,aufguss schwarztee extraktgehal 10 gl zuck fruchtsaf musesaf konzentra 2 holu erdbeer rhabarb himbeer sauerungsmittel citronensaur arom,9575,A
612,pouletfleisch 47 poulethau magermilch jodier kochsalz wurzmischung antioxidationsmittel e 331 stabilisator e 450 e 451 traubenzuck glucosesirup zitronenol essbar hull rinderkollag,9577,E
613,aufguss schwarztee hagebuttenkarkadeblu extraktgehal 13 gl pfirsichsaf konzentra 5 zuck zitronensaf konzentra 1 sauerungsmittel citronensaur aroma,9578,A
614,aufguss schwarztee hagebuttenkarkadeblu extraktgehal 12 gl zuck zitronensaf konzentra 2,9579,A
615,schweinefleisch speck rindfleisch schwar wass nitritpokelsalz kochsalz konservierungsstoff e 250 wurzmischung stabilisator e 450 e 452 antioxidationsmittel ascorbinsaur schmacksverstark mononatriumglutama hull rinderdarm,9580,E
616,aufguss schwarztee hagebuttenkarkadeblu extraktgehal 12 gl zitronensaf konzentra 2 sauerungsmittel trikaliumcitra aroma sussungsmittel acesulfam k sucralo,9581,A
617,schweinefleisch speck rindfleisch schwar wass nitritpokelsalz kochsalz konservierungsstoff e 250 wurzmischung stabilisator e 450 e 452 antioxidationsmittel ascorbinsaur schmacksverstark mononatriumglutama hull rinderdarm,9582,E
618,schweinefleisch rindfleisch speck wass schwar nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurzmischung traubenzuck stabilisator e 450 e 452 antioxidationsmittel ascorbinsaur hull schafsaitling,9585,E
619,naturlich mineralwass aproz pink grapefruitsaf konzentra 30 fruchtsuss kohlensaur naturlich pink grapefruitaroma farb pflanzenextrak schwarz karott,9589,A
620,naturlich mineralwass aproz pink grapefruitsaf konzentra 30 fruchtsuss johannisbrotfruch apfel kohlensaur naturlich pink grapefruitaroma farb pflanzenextrak schwarz karott,9589,A
621,schweinefleisch a wass rindfleisch b speck c schwar d nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurzmischung enthal schmacksverstark mononatriumglutama glucosesirup stabilisator e 450 e 452 antioxidationsmittel ascorbinsaur essbar hull rinderkollag,9590,E
622,alaska seelach alaskapollack theragra chalcogramma 57 weizenmehl rapsol kartoffelflock wass mai weiz kartoffelstark kochsalz senfpulv hef backtriebmittel e 450 e 500 zuck palmol pfefferextrak sauerungsmittel ascorbinsaur emulgator e 472 traubenzuck,9591,E
623,dorsch kabeljau gadu morhua 62 weizenmehl rapsol wass weizenstark kochsalz hef paprika kurkuma gratenfrei die gra wurd gross sorgfal entf in ausnahmefall trotzd vorkomm gra enthal,9595,E
624,schweinefleisch schweiz wass rindfleisch schweiz speck schweiz schwar schweiz nitritpokelsalz kochsalz konservierungsstoff natriumnitri wurz wurz glucosesirup hefeextrak antioxidationsmittel ascorbinsaur schmacksverstark mononatriumglutama stabilisator diphospha polyphospha aroma,9597,E
625,pouletfleisch 55 poulethau wass trutenfleisch 10 pouletfett nitritpokelsalz kochsalz konservierungsstoff e 250 wurzmischung traubenzuck maltodextri antioxidationsmittel ascorbinsaur citronensaur e 301 e 331 stabilisator e 450 transglutamina,9601,E
626,pouletfleisch 55 poulethau wass trutenfleisch 10 pouletfett nitritpokelsalz kochsalz konservierungsstoff e 250 wurzmischung traubenzuck maltodextri kartoffelstark antioxidationsmittel ascorbinsaur citronensaur e 301 e 331 stabilisator e 450 transglutamina,9601,E
627,naturlich mineralwass aproz fructo zitronensaf konzentra kohlensaur naturlich aroma holunderblutenextrak holundersaf konzentra,9603,A
628,naturlich mineralwass aproz orangensaf konzentra 22 mangosaf konzentra 8 fruchtsuss kohlensaur naturlich aroma,9605,A
629,naturlich mineralwass aproz orangensaf konzentra 22 mangosaf konzentra 8 fruchtsuss johannisbrotfruch apfel kohlensaur naturlich aroma,9605,A
630,pouletfleisch 44 trutenfleisch 29 wass poulethau nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurzmischung traubenzuck pistazie antioxidationsmittel ascorbinsaur e 301 e 331 sauerungsmittel citronensaur stabilisator e 450 e 451,9609,E
631,naturlich mineralwass zuck kohlensaur naturlich arom sauerungsmittel citronensaur farbstoff anthocya karminsaur konservierungsmittel e202,9614,A
632,kammmuschelfleisch wass schutzglasur kammmuschel placopec magellanicu fang nordwestatlantik dredg,9619,E
633,schweinefleisch speck nitritpokelsalz kochsalz konservierungsstoff e 250 weisswei enthal sulfi weinbra wurzmischung enthal raucharoma milchzuck antioxidationsmittel ascorbinsaur e 301 e 331 farbstoff e 150d hull schweinedarm,9621,E
634,naturlich mineralwass zuck kohlensaur sauerungsmittel citronensaur naturlich zitronenaroma,9625,A
635,naturlich mineralwass zuck kohlensaur sauerungsmittel citronensaur naturlich zitronenaroma naturlich aroma,9625,A
636,crevett wass schutzglasur aus auslandisch bioproduktio black tiger crevett penaeu monodo zuch vietnam,9626,D
637,schweinefleisch wass speck schwar nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck maltodextri wurzmischung stabilisator e 450 e 451 antioxidationsmittel ascorbinsaur e 301,9627,E
638,schweinefleisch wass speck schwar nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck maltodextri wurzmischung stabilisator e 450 e 451 antioxidationsmittel ascorbinsaur e 301,9627,E
639,naturlich mineralwass zuck grapefruitsaf konzentra kohlensaur sauerungsmittel citronensaur saureregulator e331 arom antioxidationsmittel ascorbinsaur stabilisator gummi arabicum e445,9631,A
640,naturlich mineralwass zuck grapefruitsaf konzentra kohlensaur sauerungsmittel citronensaur naturlich aroma saureregulator e331 arom antioxidationsmittel ascorbinsaur stabilisator gummi arabicum e445,9631,A
641,naturlich mineralwass orangensaf konzentra 4 kohlensaur sauerungsmittel citronensaur saureregulator e331 sussstoff acesulfam k aspartam stabilisator gummi arabicum e445 et guarkernmehl arom antioxidationsmittel ascorbinsaur farbstoff caroti,9637,A
642,naturlich mineralwass orangensaf konzentra kohlensaur sauerungsmittel citronensaur saureregulator e331 sussstoff acesulfam k aspartam stabilisator gummi arabicum e445 et guarkernmehl arom antioxidationsmittel ascorbinsaur farbstoff caroti enthal phenylalaninquell,9637,A
643,naturlich mineralwass grapefruitsaf konzentra kohlensaur sauerungsmittel citronensaur saureregulator e331 sussungsmittel acesulfam k aspartam arom antioxidationsmittel ascorbinsaur stabilisator e445 gummi arabicum guarkernmehl,9639,A
644,naturlich mineralwass kohlensaur sauerungsmittel citronensaur naturlich zitronenaroma naturlich arom saureregulator e 331 sussungsmittel acesulfam k aspartam,9641,A
645,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck stabilisator e 450 wurzextrak antioxidationsmittel e 301 aroma,9643,E
646,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurzextrak maltodextri traubenzuck stabilisator e 451 antioxidationsmittel e 301 aroma,9644,E
647,naturlich mineralwass kohlensaur sauerungsmittel citronensaur naturlich zitronenaroma naturlich arom saureregulator e 331 sussungsmittel acesulfam k aspartam,9645,A
648,trutenfleisch 90 wass nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurz glucosesirup traubenzuck antioxidationsmittel e 301 e 331 saureregulator e 500 stabilisator e 450 e 451 verdickungsmittel johannisbrotkernmehl e 407a,9648,E
649,schweinefleisch 73 wass nitritpokelsalz kochsalz konservierungsstoff e 250 traubenzuck wurzextrak hefeextrak lati antioxidationsmittel e 301 e 331 stabilisator e 450 e 451 verdickungsmittel e 407a,9654,E
650,naturlich mineralwass orangensaf konzentra kohlensaur sauerungsmittel citronensaur saureregulator e331 sussstoff acesulfam k aspartam stabilisator gummi arabicum e445 et guarkernmehl arom antioxidationsmittel ascorbinsaur farbstoff caroti,9656,A
651,pouletfleisch 91 wass nitritpokelsalz kochsalz konservierungsstoff e 250 wurz maltodextri bouillo arom stabilisator e 450 e 451 antioxidationsmittel e 301 e 331 raucharoma,9657,E
652,pouletfleisch 91 wass nitritpokelsalz kochsalz konservierungsstoff e 250 maltodextri wurz rapsol arom stabilisator e 450 e 451 antioxidationsmittel e 301 e 331 raucharoma,9657,E
653,trutenfleisch nitritpokelsalz kochsalz jodier kochsalz konservierungsstoff e 250 maltodextri stabilisator e 450 e 451 traubenzuck zuck hefeextrak antioxidationsmittel e 301 wurz wurz aroma,9661,E
654,pouletfleisch 91 wass nitritpokelsalz kochsalz konservierungsstoff e 250 wurz maltodextri bouillo arom stabilisator e 450 e 451 antioxidationsmittel e 301 e 331 raucharoma,9664,E
655,trutenfleisch 90 wass nitritpokelsalz jodier kochsalz konservierungsstoff e 250 wurz glucosesirup traubenzuck antioxidationsmittel e 301 e 331 saureregulator e 500 stabilisator e 450 e 451 verdickungsmittel johannisbrotkernmehl e 407a,9669,E
656,rindfleisch speck schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurz traubenzuck stabilisator e 450 antioxidationsmittel e 301 schmacksverstark mononatriumglutama raucharoma essbar hull kollag,9674,E
657,apfelsaf konzentra naturlich mineralwass naturlich apfelaroma kohlensaur,9684,D
658,apfelsaf konzentra eu naturlich mineralwass naturlich apfelaroma kohlensaur,9684,D
659,apfelsaf konzentra birnensaf konzentra,9686,D
660,trutenfleisch 48 pouletfleisch 33 pouletfett poulethau kochsalz eiweiss 13 bodenhaltung wurzmischung enthal hefeextrak traubenzuck antioxidationsmittel ascorbinsaur e 301 e 331 e 392 pflanzlich nahrungsfa konservierungsstoff e 250 e 252,9688,E
661,schweinefleisch speck nitritpokelsalz kochsalz konservierungsstoff e 250 arom traubenzuck antioxidationsmittel e 301 wurz konservierungsstoff e 252,9691,E
662,schweinefleisch speck nitritpokelsalz kochsalz konservierungsstoff e 250 naturlich aroma traubenzuck antioxidationsmittel e 301 wurz konservierungsstoff e 252,9691,E
663,magermilch rahm molk wass kochsalz milchprotei zuck schnittlauch 04 kuchenkrauterzubereitung sonnenblumenol schnittlauch kochsalz zuck rapsol har verdickungsmittel e 415 guarkernmehl naturlich aroma aromaextrak zwiebelextrak oel,9697,E
664,schweinefleisch speck rindfleisch schwar nitritpokelsalz kochsalz konservierungsstoff e 250 naturlich arom traubenzuck wurz glucosesirup antioxidationsmittel e 301 konservierungsstoff e 252,9701,E
665,apfelsaf konzentra 90 birnensaf konzentra 10,9703,D
666,apfelsaf konzentra birnensaf konzentra,9703,D
667,pouletfleisch 83 pouletfett poulethau nitritpokelsalz jodier kochsalz konservierungsstoff e 250 eiweiss 2 bodenhaltung wurzmischung traubenzuck zitrusfa rand pflanzlich nahrungsfa antioxidationsmittel ascorbinsaur e 301 e 331 konservierungsstoff e 252 aroma,9705,E
668,quark viertelfett zuck apfelsaf konzentra 75 modifizier wachsmaisstark zitronensaftkonzentra aroma,9707,E
669,magerquark rahm,9710,E
670,schweinefleisch kochsalz traubenzuck wurz schmacksverstark mononatriumglutama konservierungsstoff e 252 antioxidationsmittel e 301,9712,E
671,fruchtsaf fruchtsaftkonzentra fruchtmark 100 traub schwarz johannisbeer cranberry brombeer himbeer,9715,D
672,schweinefleisch meersalz traubenzuck wurz zuck maltodextri wurzextrak antioxidationsmittel natriumascorba natriumcitra konservierungsstoff kaliumnitra reifekultur 100 g rohschink 166 g schweinefleisch hergestell,9716,E
673,magerquark ch rahm ch,9717,E
674,rindfleisch kochsalz zuck traubenzuck maltodextri wurzextrak konservierungsstoff e 252 antioxidationsmittel e 301 aroma,9731,E
675,schweinefleisch nitritpokelsalz kochsalz konservierungsstoff e 250 wurz traubenzuck maltodextri antioxidationsmittel e 301 konservierungsstoff e 252,9733,E
676,schweinefleisch schweiz nitritpokelsalz jodier kochsalz konservierungsstoff natriumnitri glucosesirup antioxidationsmittel natriumascorba stabilisator diphospha,9735,E
677,butt,9752,E
678,teilentrahm milch 89 zuck kaffeeextrak 11 schokoladepulv arom stabilisator e 331 verdickungsmittel e 407,9758,D
679,pouletschnitzel kochtess,9762,E
680,teilentrahm milch 99 kaffeeextrak 08 stabilisator e 331 verdickungsmittel e 407 sussungsmittel aspartam acesulfam k enthal phenylalaninquell,9770,D
